PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Cabin,Embarked
123.0,0.0,2.0,32.5,1.0,0.0,30.0708,male,A10,C
124.0,1.0,2.0,32.5,0.0,0.0,13.0,female,E101,S
125.0,0.0,1.0,54.0,0.0,1.0,77.2875,male,D26,S
126.0,1.0,3.0,12.0,1.0,0.0,11.2417,male,A10,C
127.0,0.0,3.0,31.42300526783198,0.0,0.0,7.75,male,A10,Q
128.0,1.0,3.0,24.0,0.0,0.0,7.1417,male,A10,S
129.0,1.0,3.0,15.747539063969477,1.0,1.0,22.3583,female,F E69,C
130.0,0.0,3.0,45.0,0.0,0.0,6.975,male,A10,S
131.0,0.0,3.0,33.0,0.0,0.0,7.8958,male,A10,C
132.0,0.0,3.0,20.0,0.0,0.0,7.05,male,A10,S
133.0,0.0,3.0,47.0,1.0,0.0,14.5,female,A10,S
134.0,1.0,2.0,29.0,1.0,0.0,26.0,female,A10,S
135.0,0.0,2.0,25.0,0.0,0.0,13.0,male,A10,S
136.0,0.0,2.0,23.0,0.0,0.0,15.0458,male,A10,C
137.0,1.0,1.0,19.0,0.0,2.0,26.2833,female,D47,S
138.0,0.0,1.0,37.0,1.0,0.0,53.1,male,C123,S
139.0,0.0,3.0,16.0,0.0,0.0,9.2167,male,A10,S
140.0,0.0,1.0,24.0,0.0,0.0,79.2,male,B86,C
141.0,0.0,3.0,25.95271604972687,0.0,2.0,15.2458,female,A10,C
142.0,1.0,3.0,22.0,0.0,0.0,7.75,female,A10,S
143.0,1.0,3.0,24.0,1.0,0.0,15.85,female,A10,S
144.0,0.0,3.0,19.0,0.0,0.0,6.75,male,A10,Q
145.0,0.0,2.0,18.0,0.0,0.0,11.5,male,A10,S
146.0,0.0,2.0,19.0,1.0,1.0,36.75,male,A10,S
147.0,1.0,3.0,27.0,0.0,0.0,7.7958,male,A10,S
148.0,0.0,3.0,9.0,2.0,2.0,34.375,female,A10,S
149.0,0.0,2.0,36.5,0.0,2.0,26.0,male,F2,S
150.0,0.0,2.0,42.0,0.0,0.0,13.0,male,A10,S
151.0,0.0,2.0,51.0,0.0,0.0,12.525,male,A10,S
152.0,1.0,1.0,22.0,1.0,0.0,66.6,female,C2,S
153.0,0.0,3.0,55.5,0.0,0.0,8.05,male,A10,S
154.0,0.0,3.0,40.5,0.0,2.0,14.5,male,A10,S
155.0,0.0,3.0,29.10932691355911,0.0,0.0,7.3125,male,A10,S
156.0,0.0,1.0,51.0,0.0,1.0,61.3792,male,A10,C
157.0,1.0,3.0,16.0,0.0,0.0,7.7333,female,A10,Q
158.0,0.0,3.0,30.0,0.0,0.0,8.05,male,A10,S
159.0,0.0,3.0,29.09978620521704,0.0,0.0,8.6625,male,A10,S
160.0,0.0,3.0,-6.012759385323584,8.0,2.0,69.55,male,A10,S
161.0,0.0,3.0,44.0,0.0,1.0,16.1,male,A10,S
162.0,1.0,2.0,40.0,0.0,0.0,15.75,female,A10,S
163.0,0.0,3.0,26.0,0.0,0.0,7.775,male,A10,S
164.0,0.0,3.0,17.0,0.0,0.0,8.6625,male,A10,S
165.0,0.0,3.0,1.0,4.0,1.0,39.6875,male,A10,S
166.0,1.0,3.0,9.0,0.0,2.0,20.525,male,A10,S
167.0,1.0,1.0,34.0124087433486,0.0,1.0,55.0,female,E33,S
168.0,0.0,3.0,45.0,1.0,4.0,27.9,female,A10,S
169.0,0.0,1.0,44.88265654850021,0.0,0.0,25.925,male,A10,S
170.0,0.0,3.0,28.0,0.0,0.0,56.4958,male,A10,S
171.0,0.0,1.0,61.0,0.0,0.0,33.5,male,B19,S
172.0,0.0,3.0,4.0,4.0,1.0,29.125,male,A10,Q
173.0,1.0,3.0,1.0,1.0,1.0,11.1333,female,A10,S
174.0,0.0,3.0,21.0,0.0,0.0,7.925,male,A10,S
175.0,0.0,1.0,56.0,0.0,0.0,30.6958,male,A7,C
176.0,0.0,3.0,18.0,1.0,1.0,7.8542,male,A10,S
177.0,0.0,3.0,15.855569027140085,3.0,1.0,25.4667,male,A10,S
178.0,0.0,1.0,50.0,0.0,0.0,28.7125,female,C49,C
179.0,0.0,2.0,30.0,0.0,0.0,13.0,male,A10,S
180.0,0.0,3.0,36.0,0.0,0.0,0.0,male,A10,S
181.0,0.0,3.0,-5.941291539336916,8.0,2.0,69.55,female,A10,S
182.0,0.0,2.0,34.88477805270516,0.0,0.0,15.05,male,A10,C
183.0,0.0,3.0,9.0,4.0,2.0,31.3875,male,A10,S
184.0,1.0,2.0,1.0,2.0,1.0,39.0,male,F4,S
185.0,1.0,3.0,4.0,0.0,2.0,22.025,female,A10,S
186.0,0.0,1.0,44.698781811760895,0.0,0.0,50.0,male,A32,S
187.0,1.0,3.0,20.78285505166202,1.0,0.0,15.5,female,A10,Q
188.0,1.0,1.0,45.0,0.0,0.0,26.55,male,A10,S
189.0,0.0,3.0,40.0,1.0,1.0,15.5,male,A10,Q
190.0,0.0,3.0,36.0,0.0,0.0,7.8958,male,A10,S
191.0,1.0,2.0,32.0,0.0,0.0,13.0,female,A10,S
192.0,0.0,2.0,19.0,0.0,0.0,13.0,male,A10,S
193.0,1.0,3.0,19.0,1.0,0.0,7.8542,female,A10,S
194.0,1.0,2.0,3.0,1.0,1.0,26.0,male,F2,S
195.0,1.0,1.0,44.0,0.0,0.0,27.7208,female,B4,C
196.0,1.0,1.0,58.0,0.0,0.0,146.5208,female,B80,C
197.0,0.0,3.0,31.440696936385674,0.0,0.0,7.75,male,A10,Q
198.0,0.0,3.0,42.0,0.0,1.0,8.4042,male,A10,S
199.0,1.0,3.0,25.047487621000823,0.0,0.0,7.75,female,A10,Q
200.0,0.0,2.0,24.0,0.0,0.0,13.0,female,A10,S
201.0,0.0,3.0,28.0,0.0,0.0,9.5,male,A10,S
202.0,0.0,3.0,-6.002144384191368,8.0,2.0,69.55,male,A10,S
203.0,0.0,3.0,34.0,0.0,0.0,6.4958,male,A10,S
204.0,0.0,3.0,45.5,0.0,0.0,7.225,male,A10,C
205.0,1.0,3.0,18.0,0.0,0.0,8.05,male,A10,S
206.0,0.0,3.0,2.0,0.0,1.0,10.4625,female,G6,S
207.0,0.0,3.0,32.0,1.0,0.0,15.85,male,A10,S
208.0,1.0,3.0,26.0,0.0,0.0,18.7875,male,A10,C
209.0,1.0,3.0,16.0,0.0,0.0,7.75,female,A10,Q
210.0,1.0,1.0,40.0,0.0,0.0,31.0,male,A31,C
211.0,0.0,3.0,24.0,0.0,0.0,7.05,male,A10,S
212.0,1.0,2.0,35.0,0.0,0.0,21.0,female,A10,S
213.0,0.0,3.0,22.0,0.0,0.0,7.25,male,A10,S
214.0,0.0,2.0,30.0,0.0,0.0,13.0,male,A10,S
215.0,0.0,3.0,27.24422085992689,1.0,0.0,7.75,male,A10,Q
216.0,1.0,1.0,31.0,1.0,0.0,113.275,female,D36,C
217.0,1.0,3.0,27.0,0.0,0.0,7.925,female,A10,S
218.0,0.0,2.0,42.0,1.0,0.0,27.0,male,A10,S
219.0,1.0,1.0,32.0,0.0,0.0,76.2917,female,D15,C
220.0,0.0,2.0,30.0,0.0,0.0,10.5,male,A10,S
221.0,1.0,3.0,16.0,0.0,0.0,8.05,male,A10,S
222.0,0.0,2.0,27.0,0.0,0.0,13.0,male,A10,S
223.0,0.0,3.0,51.0,0.0,0.0,8.05,male,A10,S
224.0,0.0,3.0,29.12220674490717,0.0,0.0,7.8958,male,A10,S
225.0,1.0,1.0,38.0,1.0,0.0,90.0,male,C93,S
226.0,0.0,3.0,22.0,0.0,0.0,9.35,male,A10,S
227.0,1.0,2.0,19.0,0.0,0.0,10.5,male,A10,S
228.0,0.0,3.0,20.5,0.0,0.0,7.25,male,A10,S
229.0,0.0,2.0,18.0,0.0,0.0,13.0,male,A10,S
230.0,0.0,3.0,15.935124493037009,3.0,1.0,25.4667,female,A10,S
231.0,1.0,1.0,35.0,1.0,0.0,83.475,female,C83,S
232.0,0.0,3.0,29.0,0.0,0.0,7.775,male,A10,S
233.0,0.0,2.0,59.0,0.0,0.0,13.5,male,A10,S
234.0,1.0,3.0,5.0,4.0,2.0,31.3875,female,A10,S
235.0,0.0,2.0,24.0,0.0,0.0,10.5,male,A10,S
236.0,0.0,3.0,29.194102736175786,0.0,0.0,7.55,female,A10,S
237.0,0.0,2.0,44.0,1.0,0.0,26.0,male,A10,S
238.0,1.0,2.0,8.0,0.0,2.0,26.25,female,A10,S
239.0,0.0,2.0,19.0,0.0,0.0,10.5,male,A10,S
240.0,0.0,2.0,33.0,0.0,0.0,12.275,male,A10,S
241.0,0.0,3.0,22.811847664369846,1.0,0.0,14.4542,female,A10,C
242.0,1.0,3.0,20.796755648382778,1.0,0.0,15.5,female,A10,Q
243.0,0.0,2.0,29.0,0.0,0.0,10.5,male,A10,S
244.0,0.0,3.0,22.0,0.0,0.0,7.125,male,A10,S
245.0,0.0,3.0,30.0,0.0,0.0,7.225,male,A10,C
246.0,0.0,1.0,44.0,2.0,0.0,90.0,male,C78,Q
247.0,0.0,3.0,25.0,0.0,0.0,7.775,female,A10,S
248.0,1.0,2.0,24.0,0.0,2.0,14.5,female,A10,S
249.0,1.0,1.0,37.0,1.0,1.0,52.5542,male,D35,S
250.0,0.0,2.0,54.0,1.0,0.0,26.0,male,A10,S
251.0,0.0,3.0,29.13407827610613,0.0,0.0,7.25,male,A10,S
252.0,0.0,3.0,29.0,1.0,1.0,10.4625,female,G6,S
253.0,0.0,1.0,62.0,0.0,0.0,26.55,male,C87,S
254.0,0.0,3.0,30.0,1.0,0.0,16.1,male,A10,S
255.0,0.0,3.0,41.0,0.0,2.0,20.2125,female,A10,S
256.0,1.0,3.0,29.0,0.0,2.0,15.2458,female,A10,C
257.0,1.0,1.0,35.96625304960237,0.0,0.0,79.2,female,A10,C
258.0,1.0,1.0,30.0,0.0,0.0,86.5,female,B77,S
259.0,1.0,1.0,35.0,0.0,0.0,512.3292,female,A10,C
260.0,1.0,2.0,50.0,0.0,1.0,26.0,female,A10,S
261.0,0.0,3.0,31.456872176206193,0.0,0.0,7.75,male,A10,Q
262.0,1.0,3.0,3.0,4.0,2.0,31.3875,male,A10,S
263.0,0.0,1.0,52.0,1.0,1.0,79.65,male,E67,S
264.0,0.0,1.0,40.0,0.0,0.0,0.0,male,B94,S
265.0,0.0,3.0,31.524043474115533,0.0,0.0,7.75,female,A10,Q
266.0,0.0,2.0,36.0,0.0,0.0,10.5,male,A10,S
267.0,0.0,3.0,16.0,4.0,1.0,39.6875,male,A10,S
268.0,1.0,3.0,25.0,1.0,0.0,7.775,male,A10,S
269.0,1.0,1.0,58.0,0.0,1.0,153.4625,female,C125,S
270.0,1.0,1.0,35.0,0.0,0.0,135.6333,female,C99,S
271.0,0.0,1.0,44.86876940828521,0.0,0.0,31.0,male,A10,S
272.0,1.0,3.0,25.0,0.0,0.0,0.0,male,A10,S
273.0,1.0,2.0,41.0,0.0,1.0,19.5,female,A10,S
274.0,0.0,1.0,37.0,0.0,1.0,29.7,male,C118,C
275.0,1.0,3.0,25.06669571828769,0.0,0.0,7.75,female,A10,Q
276.0,1.0,1.0,63.0,1.0,0.0,77.9583,female,D7,S
277.0,0.0,3.0,45.0,0.0,0.0,7.75,female,A10,S
278.0,0.0,2.0,37.15520225204341,0.0,0.0,0.0,male,A10,S
279.0,0.0,3.0,7.0,4.0,1.0,29.125,male,A10,Q
280.0,1.0,3.0,35.0,1.0,1.0,20.25,female,A10,S
281.0,0.0,3.0,65.0,0.0,0.0,7.75,male,A10,Q
282.0,0.0,3.0,28.0,0.0,0.0,7.8542,male,A10,S
283.0,0.0,3.0,16.0,0.0,0.0,9.5,male,A10,S
284.0,1.0,3.0,19.0,0.0,0.0,8.05,male,A10,S
285.0,0.0,1.0,44.91138796729509,0.0,0.0,26.0,male,A19,S
286.0,0.0,3.0,33.0,0.0,0.0,8.6625,male,A10,C
287.0,1.0,3.0,30.0,0.0,0.0,9.5,male,A10,S
288.0,0.0,3.0,22.0,0.0,0.0,7.8958,male,A10,S
289.0,1.0,2.0,42.0,0.0,0.0,13.0,male,A10,S
290.0,1.0,3.0,22.0,0.0,0.0,7.75,female,A10,Q
291.0,1.0,1.0,26.0,0.0,0.0,78.85,female,A10,S
292.0,1.0,1.0,19.0,1.0,0.0,91.0792,female,B49,C
293.0,0.0,2.0,36.0,0.0,0.0,12.875,male,D,C
294.0,0.0,3.0,24.0,0.0,0.0,8.85,female,A10,S
295.0,0.0,3.0,24.0,0.0,0.0,7.8958,male,A10,S
296.0,0.0,1.0,42.772188374844376,0.0,0.0,27.7208,male,A10,C
297.0,0.0,3.0,23.5,0.0,0.0,7.2292,male,A10,C
298.0,0.0,1.0,2.0,1.0,2.0,151.55,female,C22 C26,S
299.0,1.0,1.0,38.41987896118684,0.0,0.0,30.5,male,C106,S
300.0,1.0,1.0,50.0,0.0,1.0,247.5208,female,B58 B60,C
301.0,1.0,3.0,25.073266909464778,0.0,0.0,7.75,female,A10,Q
302.0,1.0,3.0,16.484159878421508,2.0,0.0,23.25,male,A10,Q
303.0,0.0,3.0,19.0,0.0,0.0,0.0,male,A10,S
304.0,1.0,2.0,32.63016879050775,0.0,0.0,12.35,female,E101,Q
305.0,0.0,3.0,29.14147329865678,0.0,0.0,8.05,male,A10,S
306.0,1.0,1.0,0.92,1.0,2.0,151.55,male,C22 C26,S
307.0,1.0,1.0,35.73125185526612,0.0,0.0,110.8833,female,A10,C
308.0,1.0,1.0,17.0,1.0,0.0,108.9,female,C65,C
309.0,0.0,2.0,30.0,1.0,0.0,24.0,male,A10,C
310.0,1.0,1.0,30.0,0.0,0.0,56.9292,female,E36,C
311.0,1.0,1.0,24.0,0.0,0.0,83.1583,female,C54,C
312.0,1.0,1.0,18.0,2.0,2.0,262.375,female,B57 B59 B63 B66,C
313.0,0.0,2.0,26.0,1.0,1.0,26.0,female,A10,S
314.0,0.0,3.0,28.0,0.0,0.0,7.8958,male,A10,S
315.0,0.0,2.0,43.0,1.0,1.0,26.25,male,A10,S
316.0,1.0,3.0,26.0,0.0,0.0,7.8542,female,A10,S
317.0,1.0,2.0,24.0,1.0,0.0,26.0,female,A10,S
318.0,0.0,2.0,54.0,0.0,0.0,14.0,male,A10,S
319.0,1.0,1.0,31.0,0.0,2.0,164.8667,female,C7,S
320.0,1.0,1.0,40.0,1.0,1.0,134.5,female,E34,C
321.0,0.0,3.0,22.0,0.0,0.0,7.25,male,A10,S
322.0,0.0,3.0,27.0,0.0,0.0,7.8958,male,A10,S
323.0,1.0,2.0,30.0,0.0,0.0,12.35,female,A10,Q
324.0,1.0,2.0,22.0,1.0,1.0,29.0,female,A10,S
325.0,0.0,3.0,-5.971057595161305,8.0,2.0,69.55,male,A10,S
326.0,1.0,1.0,36.0,0.0,0.0,135.6333,female,C32,C
327.0,0.0,3.0,61.0,0.0,0.0,6.2375,male,A10,S
328.0,1.0,2.0,36.0,0.0,0.0,13.0,female,D,S
329.0,1.0,3.0,31.0,1.0,1.0,20.525,female,A10,S
330.0,1.0,1.0,16.0,0.0,1.0,57.9792,female,B18,C
331.0,1.0,3.0,16.557649629385736,2.0,0.0,23.25,female,A10,Q
332.0,0.0,1.0,45.5,0.0,0.0,28.5,male,C124,S
333.0,0.0,1.0,38.0,0.0,1.0,153.4625,male,C91,S
334.0,0.0,3.0,16.0,2.0,0.0,18.0,male,A10,S
335.0,1.0,1.0,33.487887468420396,1.0,0.0,133.65,female,A10,S
336.0,0.0,3.0,29.150513414593078,0.0,0.0,7.8958,male,A10,S
337.0,0.0,1.0,29.0,1.0,0.0,66.6,male,C2,S
338.0,1.0,1.0,41.0,0.0,0.0,134.5,female,E40,C
339.0,1.0,3.0,45.0,0.0,0.0,8.05,male,A10,S
340.0,0.0,1.0,45.0,0.0,0.0,35.5,male,T,S
341.0,1.0,2.0,2.0,1.0,1.0,26.0,male,F2,S
342.0,1.0,1.0,24.0,3.0,2.0,263.0,female,C23 C25 C27,S
343.0,0.0,2.0,28.0,0.0,0.0,13.0,male,A10,S
344.0,0.0,2.0,25.0,0.0,0.0,13.0,male,A10,S
345.0,0.0,2.0,36.0,0.0,0.0,13.0,male,A10,S
346.0,1.0,2.0,24.0,0.0,0.0,13.0,female,F33,S
347.0,1.0,2.0,40.0,0.0,0.0,13.0,female,A10,S
348.0,1.0,3.0,18.49468172089152,1.0,0.0,16.1,female,A10,S
349.0,1.0,3.0,3.0,1.0,1.0,15.9,male,A10,S
350.0,0.0,3.0,42.0,0.0,0.0,8.6625,male,A10,S
351.0,0.0,3.0,23.0,0.0,0.0,9.225,male,A10,S
352.0,0.0,1.0,44.85797701594345,0.0,0.0,35.0,male,C128,S
353.0,0.0,3.0,15.0,1.0,1.0,7.2292,male,A10,C
354.0,0.0,3.0,25.0,1.0,0.0,17.8,male,A10,S
355.0,0.0,3.0,27.03202858048486,0.0,0.0,7.225,male,A10,C
356.0,0.0,3.0,28.0,0.0,0.0,9.5,male,A10,S
357.0,1.0,1.0,22.0,0.0,1.0,55.0,female,E33,S
358.0,0.0,2.0,38.0,0.0,0.0,13.0,female,A10,S
359.0,1.0,3.0,25.086915887530385,0.0,0.0,7.8792,female,A10,Q
360.0,1.0,3.0,25.08716862565258,0.0,0.0,7.8792,female,A10,Q
361.0,0.0,3.0,40.0,1.0,4.0,27.9,male,A10,S
362.0,0.0,2.0,29.0,1.0,0.0,27.7208,male,A10,C
363.0,0.0,3.0,45.0,0.0,1.0,14.4542,female,A10,C
364.0,0.0,3.0,35.0,0.0,0.0,7.05,male,A10,S
365.0,0.0,3.0,27.221557229042084,1.0,0.0,15.5,male,A10,Q
366.0,0.0,3.0,30.0,0.0,0.0,7.25,male,A10,S
367.0,1.0,1.0,60.0,1.0,0.0,75.25,female,D37,C
368.0,1.0,3.0,20.641566557054908,0.0,0.0,7.2292,female,A10,C
369.0,1.0,3.0,25.090453101774077,0.0,0.0,7.75,female,A10,Q
370.0,1.0,1.0,24.0,0.0,0.0,69.3,female,B35,C
371.0,1.0,1.0,25.0,1.0,0.0,55.4417,male,E50,C
372.0,0.0,3.0,18.0,1.0,0.0,6.4958,male,A10,S
373.0,0.0,3.0,19.0,0.0,0.0,8.05,male,A10,S
374.0,0.0,1.0,22.0,0.0,0.0,135.6333,male,A10,C
375.0,0.0,3.0,3.0,3.0,1.0,21.075,female,A10,S
376.0,1.0,1.0,31.77208361682143,1.0,0.0,82.1708,female,A10,C
377.0,1.0,3.0,22.0,0.0,0.0,7.25,female,A10,S
378.0,0.0,1.0,27.0,0.0,2.0,211.5,male,C82,C
379.0,0.0,3.0,20.0,0.0,0.0,4.0125,male,A10,C
380.0,0.0,3.0,19.0,0.0,0.0,7.775,male,A10,S
381.0,1.0,1.0,42.0,0.0,0.0,227.525,female,A10,C
382.0,1.0,3.0,1.0,0.0,2.0,15.7417,female,A10,C
